"DISTRICT","COUNTY","SYP_NO","ROUTE_PREFIX","ROUTE_NO","ROUTE","TYPE_WORK","BMP","EMP","DESCRIPTION","BRIDGE_ID","ENACT_INITIAL_YEAR","ENACT_YEAR","ENACT_PHASE","FUND_CODE","RSY_FUND","RSY_YEAR","LATEST_LETTING_DATE","AWARDED","NUMBER_OF_LETTINGS","RT_UNIQUE","GEOMETRY_WKT"
"District 09","Bath","09-00193.00","KY","111","KY-111","RECONSTRUCTION(O)","1.0","1.5","RECONSTRUCT KY-111 IN THE VICINITY OF THE ""S-CURVE"" EAST OF OWINGSVILLE (14CCR) (2022CCN) (2024CCR)","","2006","2026","D","SPP","380000","2029","","","","006-KY-0111-000","LINESTRING Z (-83.7387669276 38.1574563665 1, -83.7380224011 38.1575497432 1.041, -83.7377551108 38.1575795274 1.055, -83.7376286947 38.1575845167 1.062, -83.7375029477 38.1575777054 1.069, -83.7373815285 38.1575525641 1.075, -83.7372711485 38.1575053617 1.082, -83.7371736845 38.1574438202 1.089, -83.7370879195 38.1573742384 1.095, -83.7369318633 38.1572290189 1.108, -83.7368514151 38.1571685918 1.114, -83.7367637651 38.157117106 1.12, -83.7366694281 38.1570811633 1.126, -83.7365717405 38.1570660397 1.131, -83.7364732164 38.1570687562 1.136, -83.7363804714 38.1570891503 1.141, -83.7362958492 38.1571305591 1.147, -83.7360673411 38.1572942212 1.163, -83.7359890597 38.1573327162 1.168, -83.7359043649 38.1573513251 1.173, -83.7358109408 38.1573456125 1.178, -83.7357244294 38.1573161199 1.183, -83.7354695976 38.15718295 1.199, -83.7353673916 38.157142202 1.206, -83.7352523146 38.1571141454 1.212, -83.735128036 38.1571046095 1.219, -83.7349974387 38.1571097997 1.226, -83.7348623241 38.157127547 1.233, -83.7347261019 38.157160384 1.241, -83.7345882173 38.1572030802 1.249, -83.7332598834 38.1576781446 1.327, -83.7326392794 38.157906251 1.363, -83.7323757358 38.1579896509 1.379, -83.7322466082 38.1580173863 1.386, -83.7321171905 38.1580302841 1.393, -83.7319838704 38.1580332262 1.4, -83.7315572595 38.1579990218 1.423, -83.7314074298 38.1579950891 1.431, -83.7312594084 38.1580013498 1.439, -83.7311129146 38.1580153282 1.447, -83.7301399356 38.1581678343 1.5)"
"District 09","Bath","09-00193.00","KY","111","KY-111","RECONSTRUCTION(O)","1.0","1.5","RECONSTRUCT KY-111 IN THE VICINITY OF THE ""S-CURVE"" EAST OF OWINGSVILLE (14CCR) (2022CCN) (2024CCR)","","2006","2026","C","SPP","7840000","2032","","","","006-KY-0111-000","LINESTRING Z (-83.7387669276 38.1574563665 1, -83.7380224011 38.1575497432 1.041, -83.7377551108 38.1575795274 1.055, -83.7376286947 38.1575845167 1.062, -83.7375029477 38.1575777054 1.069, -83.7373815285 38.1575525641 1.075, -83.7372711485 38.1575053617 1.082, -83.7371736845 38.1574438202 1.089, -83.7370879195 38.1573742384 1.095, -83.7369318633 38.1572290189 1.108, -83.7368514151 38.1571685918 1.114, -83.7367637651 38.157117106 1.12, -83.7366694281 38.1570811633 1.126, -83.7365717405 38.1570660397 1.131, -83.7364732164 38.1570687562 1.136, -83.7363804714 38.1570891503 1.141, -83.7362958492 38.1571305591 1.147, -83.7360673411 38.1572942212 1.163, -83.7359890597 38.1573327162 1.168, -83.7359043649 38.1573513251 1.173, -83.7358109408 38.1573456125 1.178, -83.7357244294 38.1573161199 1.183, -83.7354695976 38.15718295 1.199, -83.7353673916 38.157142202 1.206, -83.7352523146 38.1571141454 1.212, -83.735128036 38.1571046095 1.219, -83.7349974387 38.1571097997 1.226, -83.7348623241 38.157127547 1.233, -83.7347261019 38.157160384 1.241, -83.7345882173 38.1572030802 1.249, -83.7332598834 38.1576781446 1.327, -83.7326392794 38.157906251 1.363, -83.7323757358 38.1579896509 1.379, -83.7322466082 38.1580173863 1.386, -83.7321171905 38.1580302841 1.393, -83.7319838704 38.1580332262 1.4, -83.7315572595 38.1579990218 1.423, -83.7314074298 38.1579950891 1.431, -83.7312594084 38.1580013498 1.439, -83.7311129146 38.1580153282 1.447, -83.7301399356 38.1581678343 1.5)"
"District 09","Bath","09-00193.00","KY","111","KY-111","RECONSTRUCTION(O)","1.0","1.5","RECONSTRUCT KY-111 IN THE VICINITY OF THE ""S-CURVE"" EAST OF OWINGSVILLE (14CCR) (2022CCN) (2024CCR)","","2006","2026","U","SPP","1960000","2031","","","","006-KY-0111-000","LINESTRING Z (-83.7387669276 38.1574563665 1, -83.7380224011 38.1575497432 1.041, -83.7377551108 38.1575795274 1.055, -83.7376286947 38.1575845167 1.062, -83.7375029477 38.1575777054 1.069, -83.7373815285 38.1575525641 1.075, -83.7372711485 38.1575053617 1.082, -83.7371736845 38.1574438202 1.089, -83.7370879195 38.1573742384 1.095, -83.7369318633 38.1572290189 1.108, -83.7368514151 38.1571685918 1.114, -83.7367637651 38.157117106 1.12, -83.7366694281 38.1570811633 1.126, -83.7365717405 38.1570660397 1.131, -83.7364732164 38.1570687562 1.136, -83.7363804714 38.1570891503 1.141, -83.7362958492 38.1571305591 1.147, -83.7360673411 38.1572942212 1.163, -83.7359890597 38.1573327162 1.168, -83.7359043649 38.1573513251 1.173, -83.7358109408 38.1573456125 1.178, -83.7357244294 38.1573161199 1.183, -83.7354695976 38.15718295 1.199, -83.7353673916 38.157142202 1.206, -83.7352523146 38.1571141454 1.212, -83.735128036 38.1571046095 1.219, -83.7349974387 38.1571097997 1.226, -83.7348623241 38.157127547 1.233, -83.7347261019 38.157160384 1.241, -83.7345882173 38.1572030802 1.249, -83.7332598834 38.1576781446 1.327, -83.7326392794 38.157906251 1.363, -83.7323757358 38.1579896509 1.379, -83.7322466082 38.1580173863 1.386, -83.7321171905 38.1580302841 1.393, -83.7319838704 38.1580332262 1.4, -83.7315572595 38.1579990218 1.423, -83.7314074298 38.1579950891 1.431, -83.7312594084 38.1580013498 1.439, -83.7311129146 38.1580153282 1.447, -83.7301399356 38.1581678343 1.5)"
"District 09","Bath","09-00193.00","KY","111","KY-111","RECONSTRUCTION(O)","1.0","1.5","RECONSTRUCT KY-111 IN THE VICINITY OF THE ""S-CURVE"" EAST OF OWINGSVILLE (14CCR) (2022CCN) (2024CCR)","","2006","2026","R","SPP","2300000","2030","","","","006-KY-0111-000","LINESTRING Z (-83.7387669276 38.1574563665 1, -83.7380224011 38.1575497432 1.041, -83.7377551108 38.1575795274 1.055, -83.7376286947 38.1575845167 1.062, -83.7375029477 38.1575777054 1.069, -83.7373815285 38.1575525641 1.075, -83.7372711485 38.1575053617 1.082, -83.7371736845 38.1574438202 1.089, -83.7370879195 38.1573742384 1.095, -83.7369318633 38.1572290189 1.108, -83.7368514151 38.1571685918 1.114, -83.7367637651 38.157117106 1.12, -83.7366694281 38.1570811633 1.126, -83.7365717405 38.1570660397 1.131, -83.7364732164 38.1570687562 1.136, -83.7363804714 38.1570891503 1.141, -83.7362958492 38.1571305591 1.147, -83.7360673411 38.1572942212 1.163, -83.7359890597 38.1573327162 1.168, -83.7359043649 38.1573513251 1.173, -83.7358109408 38.1573456125 1.178, -83.7357244294 38.1573161199 1.183, -83.7354695976 38.15718295 1.199, -83.7353673916 38.157142202 1.206, -83.7352523146 38.1571141454 1.212, -83.735128036 38.1571046095 1.219, -83.7349974387 38.1571097997 1.226, -83.7348623241 38.157127547 1.233, -83.7347261019 38.157160384 1.241, -83.7345882173 38.1572030802 1.249, -83.7332598834 38.1576781446 1.327, -83.7326392794 38.157906251 1.363, -83.7323757358 38.1579896509 1.379, -83.7322466082 38.1580173863 1.386, -83.7321171905 38.1580302841 1.393, -83.7319838704 38.1580332262 1.4, -83.7315572595 38.1579990218 1.423, -83.7314074298 38.1579950891 1.431, -83.7312594084 38.1580013498 1.439, -83.7311129146 38.1580153282 1.447, -83.7301399356 38.1581678343 1.5)"
"District 09","Bath","09-04327.00","US","60","US-60","SAF-GUARDRAIL(P)","15.1","15.31","INSTALL GUARDRAIL ON US-60 IN BATH COUNTY","","2020","2026","C","GR","46000","2026","","","","006-US-0060-000","LINESTRING Z (-83.6332851766 38.130187123 15.1, -83.6332251753 38.1300103637 15.112, -83.6331232659 38.1297445589 15.131, -83.6330622595 38.1296165579 15.14, -83.6329552044 38.1294330682 15.153, -83.6329159178 38.1293722058 15.158, -83.6328288276 38.1292563733 15.167, -83.6327311936 38.1291444718 15.177, -83.6326247364 38.1290370822 15.187, -83.6325094478 38.1289344783 15.197, -83.632390139 38.1288386695 15.206, -83.6322667548 38.1287515771 15.216, -83.6321410326 38.1286732331 15.225, -83.6320140553 38.1286022837 15.233, -83.6318854591 38.1285392709 15.242, -83.6317566425 38.1284839456 15.25, -83.6316317833 38.1284361076 15.258, -83.63138856 38.1283564801 15.273, -83.6312671062 38.1283232612 15.28, -83.631025654 38.1282667386 15.294, -83.630751213 38.1282113301 15.31)"
"District 09","Bath","09-08404.00","KY","965","KY-965","RECONSTRUCTION(O)","7.147","7.247","RECONSTRUCT CURVE AT .8 MILE SOUTH OF KY-36 (08CCN)(12CCR) MILEPOINT 7.147 TO 7.247) (2022CCN)","","2008","2026","U","SPP","350000","2030","","","","006-KY-0965-000","LINESTRING Z (-83.7468335329 38.1010979431 7.147, -83.7467530683 38.1012319987 7.158, -83.746662796 38.1013559991 7.168, -83.7465609264 38.1014718357 7.177, -83.7464661086 38.1015584013 7.185, -83.7463625697 38.1016332828 7.192, -83.7462408102 38.1017007117 7.2, -83.7461135384 38.10175349 7.208, -83.7459725179 38.10180054 7.219, -83.7454387356 38.1019425267 7.247)"
"District 09","Bath","09-08404.00","KY","965","KY-965","RECONSTRUCTION(O)","7.147","7.247","RECONSTRUCT CURVE AT .8 MILE SOUTH OF KY-36 (08CCN)(12CCR) MILEPOINT 7.147 TO 7.247) (2022CCN)","","2008","2026","R","SPP","580000","2030","","","","006-KY-0965-000","LINESTRING Z (-83.7468335329 38.1010979431 7.147, -83.7467530683 38.1012319987 7.158, -83.746662796 38.1013559991 7.168, -83.7465609264 38.1014718357 7.177, -83.7464661086 38.1015584013 7.185, -83.7463625697 38.1016332828 7.192, -83.7462408102 38.1017007117 7.2, -83.7461135384 38.10175349 7.208, -83.7459725179 38.10180054 7.219, -83.7454387356 38.1019425267 7.247)"
"District 09","Bath","09-08404.00","KY","965","KY-965","RECONSTRUCTION(O)","7.147","7.247","RECONSTRUCT CURVE AT .8 MILE SOUTH OF KY-36 (08CCN)(12CCR) MILEPOINT 7.147 TO 7.247) (2022CCN)","","2008","2026","C","SPP","3100000","2031","","","","006-KY-0965-000","LINESTRING Z (-83.7468335329 38.1010979431 7.147, -83.7467530683 38.1012319987 7.158, -83.746662796 38.1013559991 7.168, -83.7465609264 38.1014718357 7.177, -83.7464661086 38.1015584013 7.185, -83.7463625697 38.1016332828 7.192, -83.7462408102 38.1017007117 7.2, -83.7461135384 38.10175349 7.208, -83.7459725179 38.10180054 7.219, -83.7454387356 38.1019425267 7.247)"
"District 09","Bath","09-08404.00","KY","965","KY-965","RECONSTRUCTION(O)","7.147","7.247","RECONSTRUCT CURVE AT .8 MILE SOUTH OF KY-36 (08CCN)(12CCR) MILEPOINT 7.147 TO 7.247) (2022CCN)","","2008","2026","D","SPP","270000","2029","","","","006-KY-0965-000","LINESTRING Z (-83.7468335329 38.1010979431 7.147, -83.7467530683 38.1012319987 7.158, -83.746662796 38.1013559991 7.168, -83.7465609264 38.1014718357 7.177, -83.7464661086 38.1015584013 7.185, -83.7463625697 38.1016332828 7.192, -83.7462408102 38.1017007117 7.2, -83.7461135384 38.10175349 7.208, -83.7459725179 38.10180054 7.219, -83.7454387356 38.1019425267 7.247)"
"District 09","Bath","09-08814.00","KY","36","KY-36","REALIGNMENT","1.0","6.97","CORRECT HORIZONTAL AND WIDTH DEFICIENCIES ON KY 36 FROM ""OLD KY 11"" MP 1.004 TO KY 1325 (MP 6.97) TO IMPROVE SAFETY AND OPERATIONAL EFFICIENCY OF ROADWAY (14CCN) (2022CCN) (2024CCR)","","2014","2026","C","SPP","81200000","2032","","","","006-KY-0036-000","LINESTRING Z (-83.9205861151 38.2059267482 1, -83.9205285123 38.2058904681 1.004, -83.9204166457 38.205839572 1.011, -83.920262677 38.20581604 1.02, -83.9197352449 38.2057768406 1.049, -83.9179212092 38.2056556378 1.148, -83.9148146895 38.2054654641 1.318, -83.914578173 38.2054579474 1.331, -83.914338388 38.2054558734 1.344, -83.9133932719 38.2054576785 1.396, -83.9126909605 38.2054659956 1.434, -83.9111828731 38.2054719445 1.516, -83.9098014572 38.2054652874 1.592, -83.9083894667 38.2054284743 1.669, -83.9069988311 38.2053730242 1.745, -83.9057930296 38.2053176947 1.811, -83.9049961661 38.205279171 1.854, -83.904788897 38.2052575338 1.866, -83.9045866064 38.2052178466 1.877, -83.9043920831 38.2051598768 1.888, -83.9015683414 38.2041761266 2.056, -83.9003494759 38.203727209 2.129, -83.8999408158 38.2035889748 2.152, -83.8997283873 38.2035235756 2.165, -83.8992935604 38.2034016837 2.19, -83.8990710933 38.2033479377 2.203, -83.8983641203 38.2031962384 2.242, -83.8978865236 38.2030865813 2.269, -83.89765133 38.2030268648 2.283, -83.8963227997 38.2026495236 2.36, -83.8961136215 38.2025935082 2.372, -83.8959076741 38.2025474306 2.383, -83.8956967744 38.2025183048 2.395, -83.8954887529 38.2025131193 2.406, -83.8952802125 38.2025285258 2.418, -83.8948409002 38.2025713497 2.442, -83.8946112051 38.2025836773 2.454, -83.8943769145 38.2025849447 2.467, -83.891990057 38.202518624 2.597, -83.8914865899 38.2024967036 2.625, -83.8912361604 38.2024754636 2.639, -83.8907431275 38.2024125034 2.666, -83.8904983626 38.2023875047 2.679, -83.8902533541 38.2023721159 2.693, -83.8897581698 38.2023530653 2.72, -83.888754316 38.2023251831 2.774, -83.887520397 38.2022966901 2.842, -83.8865667456 38.2022657349 2.893, -83.8863411675 38.2022528402 2.906, -83.886281495 38.2022450332 2.909, -83.8861240031 38.2022238735 2.918, -83.8859177148 38.202177773 2.929, -83.8857216209 38.202113979 2.941, -83.8855361313 38.2020300268 2.952, -83.8853607746 38.2019308522 2.964, -83.8850093323 38.2017201306 2.988, -83.8848221117 38.2016221415 3, -83.8846259924 38.2015319771 3.013, -83.8840174071 38.2012768187 3.05, -83.8838227859 38.201182557 3.063, -83.8836342126 38.2010831712 3.075, -83.8832731676 38.2008808069 3.099, -83.8830990352 38.2007747814 3.111, -83.8829323414 38.2006636546 3.123, -83.8824527977 38.2003165887 3.158, -83.8819836835 38.1999565007 3.194, -83.8818219695 38.1998413297 3.205, -83.8816497752 38.1997413757 3.217, -83.8811004319 38.1994981249 3.251, -83.8809210091 38.1994087674 3.263, -83.8807445098 38.1993139627 3.274, -83.8805723252 38.1992137325 3.286, -83.880405186 38.1991067139 3.298, -83.8799338617 38.1987658094 3.332, -83.8796349575 38.1985570016 3.354, -83.8794887379 38.1984623978 3.364, -83.8791934949 38.1982877057 3.384, -83.8790364411 38.1982085876 3.394, -83.8788711831 38.1981373041 3.405, -83.8786983054 38.1980782606 3.415, -83.8785170131 38.1980352892 3.425, -83.878327677 38.1980075718 3.436, -83.8781310053 38.1979945711 3.446, -83.8779305478 38.1979935943 3.457, -83.8771079351 38.1980267117 3.502, -83.8768989936 38.1980308184 3.513, -83.8766902212 38.1980283347 3.525, -83.8764851148 38.1980184928 3.536, -83.8760622976 38.1979881708 3.559, -83.8758511167 38.1979845495 3.57, -83.8747776578 38.1980271331 3.629, -83.8745639502 38.1980407736 3.64, -83.8743528074 38.1980629686 3.652, -83.8741434806 38.1980959048 3.664, -83.8739315075 38.1981370388 3.675, -83.8724615846 38.1985215949 3.76, -83.87137762 38.1987845426 3.821, -83.8702655923 38.1990420916 3.884, -83.8700452904 38.1990957204 3.897, -83.8695686416 38.1992241034 3.924, -83.8691965546 38.1993332736 3.946, -83.8689859776 38.1993876047 3.958, -83.8687725365 38.199431453 3.97, -83.8685579763 38.1994645702 3.981, -83.8674988479 38.199599057 4.04, -83.8672919835 38.199630647 4.051, -83.8670905107 38.1996691893 4.062, -83.8668916237 38.1997154631 4.074, -83.8666942454 38.1997708241 4.085, -83.8664990829 38.1998347361 4.096, -83.866310585 38.1999102896 4.108, -83.8661280547 38.1999974735 4.12, -83.8657722347 38.2001914907 4.143, -83.8654133406 38.2003967196 4.167, -83.8648842861 38.2007088285 4.203, -83.8643434491 38.2010050914 4.239, -83.8639944376 38.2012047053 4.262, -83.8638308501 38.2013130639 4.274, -83.863675764 38.2014292478 4.285, -83.8632324473 38.2017907853 4.32, -83.8630766426 38.2019077816 4.332, -83.8629160852 38.2020200326 4.343, -83.862413595 38.2023405198 4.378, -83.8617522577 38.2027741063 4.425, -83.86158431 38.2028757997 4.437, -83.8614134137 38.2029703049 4.448, -83.8612357539 38.2030570105 4.459, -83.8610522541 38.2031271421 4.47, -83.8608641406 38.2031735777 4.481, -83.860671153 38.2032064756 4.492, -83.8604787667 38.2032294963 4.502, -83.8602843772 38.2032491874 4.513, -83.8596862581 38.2032940131 4.546, -83.8586752967 38.2033528326 4.601, -83.8584732157 38.203373772 4.612, -83.8576634657 38.2034995253 4.656, -83.8572456987 38.203542555 4.679, -83.8570407257 38.203554106 4.69, -83.8568228278 38.2035539139 4.702, -83.8566123689 38.2035351626 4.714, -83.8564459263 38.2035102487 4.723, -83.8551486632 38.2032779699 4.795, -83.8547226042 38.2032238987 4.818, -83.8545023703 38.203219819 4.83, -83.8542987019 38.203207765 4.841, -83.8532998239 38.2032161928 4.895, -83.852962112 38.203205282 4.914, -83.852822104 38.2031947956 4.921, -83.8525891425 38.2031578221 4.934, -83.8524341341 38.2031215497 4.943, -83.8522434993 38.203063007 4.954, -83.8521645514 38.203046907 4.959, -83.8519290369 38.2029604504 4.973, -83.8516299117 38.2028435826 4.991, -83.8515510749 38.2028096311 4.996, -83.8514673104 38.2027643377 5.001, -83.8513441902 38.2026794102 5.01, -83.8512905035 38.2026285575 5.014, -83.8512377754 38.2025675577 5.02, -83.8511929429 38.2024973453 5.025, -83.8511563608 38.2024176515 5.031, -83.851132517 38.2023299232 5.037, -83.8511301174 38.2022340232 5.044, -83.8511424151 38.2021350641 5.05, -83.8512120592 38.2018370641 5.071, -83.8512474056 38.2016272317 5.086, -83.8512750101 38.2014071126 5.101, -83.8512814914 38.2012907556 5.109, -83.8512711093 38.201180445 5.117, -83.8512499627 38.201069137 5.125, -83.8512040704 38.200959081 5.132, -83.8511336588 38.2008549479 5.141, -83.8510419751 38.2007523956 5.149, -83.8509363814 38.2006493457 5.158, -83.8508206769 38.2005469573 5.168, -83.8504234211 38.2002271735 5.199, -83.8502940477 38.2001149511 5.209, -83.8501676217 38.199996459 5.22, -83.8500487158 38.1998698463 5.231, -83.8498103643 38.1995971109 5.253, -83.8494784352 38.1991470805 5.289, -83.8493639611 38.1989971919 5.301, -83.8492414707 38.1988477233 5.314, -83.8491115476 38.198703079 5.326, -83.8489684745 38.1985554769 5.339, -83.8488164559 38.1984173438 5.351, -83.8486563581 38.1982821019 5.364, -83.8481524219 38.1978754468 5.403, -83.8479879386 38.197734915 5.416, -83.8478253861 38.1975869972 5.43, -83.8476974278 38.1974607862 5.441, -83.8475268319 38.1972740104 5.457, -83.8469802116 38.1966474729 5.509, -83.8468364716 38.1964990327 5.522, -83.8466824245 38.1963589418 5.535, -83.8465155463 38.1962304554 5.547, -83.8463351153 38.1961146596 5.56, -83.8459581954 38.1958984645 5.585, -83.8457724832 38.1957850548 5.598, -83.8455932043 38.1956651564 5.611, -83.8454207074 38.1955387749 5.624, -83.84525497 38.1954067337 5.636, -83.845093919 38.19526845 5.649, -83.8449385987 38.1951239419 5.662, -83.8446340734 38.1948273304 5.689, -83.8440134779 38.1942366677 5.741, -83.8435587504 38.1937865613 5.781, -83.8429376195 38.1931903904 5.834, -83.8426264222 38.1929101461 5.86, -83.842292918 38.1926446492 5.886, -83.8419466358 38.1923888334 5.912, -83.8415875118 38.1921451695 5.938, -83.841400453 38.1920306322 5.951, -83.8410138982 38.1918115185 5.977, -83.8404227941 38.1914948868 6.016, -83.840224463 38.1913991178 6.029, -83.8400202526 38.1913153399 6.041, -83.8398065856 38.1912473386 6.054, -83.8395855757 38.1911940523 6.067, -83.8391324726 38.1911122931 6.092, -83.8365729182 38.1907022826 6.235, -83.8358823863 38.1905834323 6.274, -83.8349688316 38.1904354212 6.325, -83.8336642249 38.1902156919 6.398, -83.8333469368 38.1901712705 6.416, -83.8332633193 38.1901613997 6.421, -83.8330610462 38.1901507037 6.432, -83.8328599336 38.190162276 6.443, -83.8326633243 38.1902013873 6.454, -83.8324737812 38.1902631365 6.465, -83.8322887657 38.190338143 6.477, -83.8321059997 38.1904203272 6.488, -83.8305685283 38.1911235401 6.585, -83.8300012504 38.191376643 6.621, -83.8298243605 38.1914468338 6.632, -83.8296471955 38.1915008143 6.642, -83.8294702415 38.1915333728 6.652, -83.8292929391 38.1915392824 6.662, -83.8291155847 38.1915204693 6.672, -83.8289401305 38.1914821857 6.682, -83.8287677883 38.1914313174 6.692, -83.828253662 38.1912477186 6.723, -83.8279077622 38.1911127237 6.744, -83.8272222583 38.1908282758 6.786, -83.8268801768 38.1906804299 6.808, -83.8267156349 38.1905975481 6.818, -83.8265553898 38.1905100668 6.829, -83.8261174762 38.1902472183 6.859, -83.8259734297 38.190179227 6.868, -83.8258236833 38.1901295455 6.877, -83.8256675144 38.1900992615 6.886, -83.8255147494 38.1900852391 6.894, -83.825371075 38.1900829002 6.902, -83.8252300194 38.1900869209 6.91, -83.8249424383 38.1901044876 6.926, -83.8241415465 38.1901741214 6.97)"
